組別,科目名稱                                                                                            ,分數區間均數,人數,百分比,累計人數,累計百分比
14,國文、歷史、地理、公民與社會                                                                                      ,238,949,2.86,20184     ,60.77
14,國文、歷史、地理、公民與社會                                                                                      ,234,894,2.69,21078     ,63.46
14,國文、歷史、地理、公民與社會                                                                                      ,230,800,2.41,21878     ,65.87
14,國文、歷史、地理、公民與社會                                                                                      ,226,843,2.54,22721     ,68.40
14,國文、歷史、地理、公民與社會                                                                                      ,222,840,2.53,23561     ,70.93
14,國文、歷史、地理、公民與社會                                                                                      ,218,750,2.26,24311     ,73.19
14,國文、歷史、地理、公民與社會                                                                                      ,214,697,2.1,25008     ,75.29
14,國文、歷史、地理、公民與社會                                                                                      ,210,674,2.03,25682     ,77.32
14,國文、歷史、地理、公民與社會                                                                                      ,206,581,1.75,26263     ,79.07
14,國文、歷史、地理、公民與社會                                                                                      ,202,588,1.77,26851     ,80.84
14,國文、歷史、地理、公民與社會                                                                                      ,198,468,1.41,27319     ,82.25
14,國文、歷史、地理、公民與社會                                                                                      ,194,458,1.38,27777     ,83.63
14,國文、歷史、地理、公民與社會                                                                                      ,190,413,1.24,28190     ,84.87
14,國文、歷史、地理、公民與社會                                                                                      ,186,342,1.03,28532     ,85.90
14,國文、歷史、地理、公民與社會                                                                                      ,182,335,1.01,28867     ,86.91
14,國文、歷史、地理、公民與社會                                                                                      ,178,300,0.9,29167     ,87.81
14,國文、歷史、地理、公民與社會                                                                                      ,174,271,0.82,29438     ,88.63
14,國文、歷史、地理、公民與社會                                                                                      ,170,231,0.7,29669     ,89.32
14,國文、歷史、地理、公民與社會                                                                                      ,166,209,0.63,29878     ,89.95
14,國文、歷史、地理、公民與社會                                                                                      ,162,178,0.54,30056     ,90.49
14,國文、歷史、地理、公民與社會                                                                                      ,158,171,0.51,30227     ,91.0
14,國文、歷史、地理、公民與社會                                                                                      ,154,130,0.39,30357     ,91.39
14,國文、歷史、地理、公民與社會                                                                                      ,150,124,0.37,30481     ,91.77
14,國文、歷史、地理、公民與社會                                                                                      ,146,136,0.41,30617     ,92.18
14,國文、歷史、地理、公民與社會                                                                                      ,142,121,0.36,30738     ,92.54
14,國文、歷史、地理、公民與社會                                                                                      ,138,82,0.25,30820     ,92.79
14,國文、歷史、地理、公民與社會                                                                                      ,134,86,0.26,30906     ,93.05
14,國文、歷史、地理、公民與社會                                                                                      ,130,60,0.18,30966     ,93.23
14,國文、歷史、地理、公民與社會                                                                                      ,126,57,0.17,31023     ,93.40
14,國文、歷史、地理、公民與社會                                                                                      ,122,71,0.21,31094     ,93.61
14,國文、歷史、地理、公民與社會                                                                                      ,118,73,0.22,31167     ,93.83
14,國文、歷史、地理、公民與社會                                                                                      ,114,49,0.15,31216     ,93.98
14,國文、歷史、地理、公民與社會                                                                                      ,110,46,0.14,31262     ,94.12
14,國文、歷史、地理、公民與社會                                                                                      ,106,32,0.1,31294     ,94.21
14,國文、歷史、地理、公民與社會                                                                                      ,102,33,0.1,31327     ,94.31
14,國文、歷史、地理、公民與社會                                                                                      ,98,19,0.06,31346     ,94.37
14,國文、歷史、地理、公民與社會                                                                                      ,94,27,0.08,31373     ,94.45
14,國文、歷史、地理、公民與社會                                                                                      ,90,18,0.05,31391     ,94.51
14,國文、歷史、地理、公民與社會                                                                                      ,86,12,0.04,31403     ,94.54
14,國文、歷史、地理、公民與社會                                                                                      ,82,13,0.04,31416     ,94.58
14,國文、歷史、地理、公民與社會                                                                                      ,78,18,0.05,31434     ,94.64
14,國文、歷史、地理、公民與社會                                                                                      ,74,17,0.05,31451     ,94.69
14,國文、歷史、地理、公民與社會                                                                                      ,70,32,0.1,31483     ,94.78
14,國文、歷史、地理、公民與社會                                                                                      ,66,40,0.12,31523     ,94.90
14,國文、歷史、地理、公民與社會                                                                                      ,62,17,0.05,31540     ,94.95
14,國文、歷史、地理、公民與社會                                                                                      ,58,25,0.08,31565     ,95.03
14,國文、歷史、地理、公民與社會                                                                                      ,54,19,0.06,31584     ,95.09
14,國文、歷史、地理、公民與社會                                                                                      ,50,18,0.05,31602     ,95.14
14,國文、歷史、地理、公民與社會                                                                                      ,46,9,0.03,31611     ,95.17
14,國文、歷史、地理、公民與社會                                                                                      ,42,15,0.05,31626     ,95.21
14,國文、歷史、地理、公民與社會                                                                                      ,38,17,0.05,31643     ,95.26
14,國文、歷史、地理、公民與社會                                                                                      ,34,18,0.05,31661     ,95.32
14,國文、歷史、地理、公民與社會                                                                                      ,30,16,0.05,31677     ,95.37
14,國文、歷史、地理、公民與社會                                                                                      ,26,12,0.04,31689     ,95.40
14,國文、歷史、地理、公民與社會                                                                                      ,22,5,0.02,31694     ,95.42
14,國文、歷史、地理、公民與社會                                                                                      ,18,4,0.01,31698     ,95.43
14,國文、歷史、地理、公民與社會                                                                                      ,14,5,0.02,31703     ,95.44
14,國文、歷史、地理、公民與社會                                                                                      ,10,1,0,31704     ,95.45
14,國文、歷史、地理、公民與社會                                                                                      ,6,2,0.01,31706     ,95.45
14,國文、歷史、地理、公民與社會                                                                                      ,2,1510,4.55,33216     ,100.0
15,國文、數乙、歷史、地理                                                                                         ,398,0,0,0         ,0.0
15,國文、數乙、歷史、地理                                                                                         ,394,0,0,0         ,0.0
15,國文、數乙、歷史、地理                                                                                         ,390,0,0,0         ,0.0
15,國文、數乙、歷史、地理                                                                                         ,386,0,0,0         ,0.0
15,國文、數乙、歷史、地理                                                                                         ,382,0,0,0         ,0.0
15,國文、數乙、歷史、地理                                                                                         ,378,0,0,0         ,0.0
15,國文、數乙、歷史、地理                                                                                         ,374,0,0,0         ,0.0
15,國文、數乙、歷史、地理                                                                                         ,370,0,0,0         ,0.0
15,國文、數乙、歷史、地理                                                                                         ,366,2,0.01,2         ,0.01
15,國文、數乙、歷史、地理                                                                                         ,362,5,0.01,7         ,0.02
15,國文、數乙、歷史、地理                                                                                         ,358,13,0.03,20        ,0.05
15,國文、數乙、歷史、地理                                                                                         ,354,32,0.08,52        ,0.14
15,國文、數乙、歷史、地理                                                                                         ,350,68,0.18,120       ,0.32
15,國文、數乙、歷史、地理                                                                                         ,346,75,0.2,195       ,0.51
15,國文、數乙、歷史、地理                                                                                         ,342,130,0.34,325       ,0.86
15,國文、數乙、歷史、地理                                                                                         ,338,189,0.5,514       ,1.36
15,國文、數乙、歷史、地理                                                                                         ,334,223,0.59,737       ,1.94
15,國文、數乙、歷史、地理                                                                                         ,330,305,0.8,1042      ,2.75
15,國文、數乙、歷史、地理                                                                                         ,326,392,1.03,1434      ,3.78
15,國文、數乙、歷史、地理                                                                                         ,322,444,1.17,1878      ,4.96
15,國文、數乙、歷史、地理                                                                                         ,318,490,1.29,2368      ,6.25
15,國文、數乙、歷史、地理                                                                                         ,314,603,1.59,2971      ,7.84
15,國文、數乙、歷史、地理                                                                                         ,310,583,1.54,3554      ,9.38
15,國文、數乙、歷史、地理                                                                                         ,306,637,1.68,4191      ,11.06
15,國文、數乙、歷史、地理                                                                                         ,302,643,1.7,4834      ,12.75
15,國文、數乙、歷史、地理                                                                                         ,298,730,1.93,5564      ,14.68
15,國文、數乙、歷史、地理                                                                                         ,294,739,1.95,6303      ,16.63
15,國文、數乙、歷史、地理                                                                                         ,290,743,1.96,7046      ,18.59
15,國文、數乙、歷史、地理                                                                                         ,286,772,2.04,7818      ,20.63
15,國文、數乙、歷史、地理                                                                                         ,282,773,2.04,8591      ,22.67
15,國文、數乙、歷史、地理                                                                                         ,278,811,2.14,9402      ,24.81
15,國文、數乙、歷史、地理                                                                                         ,274,749,1.98,10151     ,26.78
15,國文、數乙、歷史、地理                                                                                         ,270,809,2.13,10960     ,28.92
15,國文、數乙、歷史、地理                                                                                         ,266,780,2.06,11740     ,30.98
15,國文、數乙、歷史、地理                                                                                         ,262,824,2.17,12564     ,33.15
15,國文、數乙、歷史、地理                                                                                         ,258,823,2.17,13387     ,35.32
15,國文、數乙、歷史、地理                                                                                         ,254,813,2.15,14200     ,37.47
15,國文、數乙、歷史、地理                                                                                         ,250,830,2.19,15030     ,39.66
15,國文、數乙、歷史、地理                                                                                         ,246,842,2.22,15872     ,41.88
15,國文、數乙、歷史、地理                                                                                         ,242,859,2.27,16731     ,44.15
15,國文、數乙、歷史、地理                                                                                         ,238,795,2.1,17526     ,46.24
15,國文、數乙、歷史、地理                                                                                         ,234,830,2.19,18356     ,48.43
15,國文、數乙、歷史、地理                                                                                         ,230,833,2.2,19189     ,50.63
15,國文、數乙、歷史、地理                                                                                         ,226,830,2.19,20019     ,52.82
15,國文、數乙、歷史、地理                                                                                         ,222,863,2.28,20882     ,55.10
15,國文、數乙、歷史、地理                                                                                         ,218,845,2.23,21727     ,57.33
15,國文、數乙、歷史、地理                                                                                         ,214,844,2.23,22571     ,59.56
15,國文、數乙、歷史、地理                                                                                         ,210,861,2.27,23432     ,61.83
15,國文、數乙、歷史、地理                                                                                         ,206,815,2.15,24247     ,63.98
15,國文、數乙、歷史、地理                                                                                         ,202,826,2.18,25073     ,66.16
15,國文、數乙、歷史、地理                                                                                         ,198,841,2.22,25914     ,68.38
15,國文、數乙、歷史、地理                                                                                         ,194,807,2.13,26721     ,70.51
15,國文、數乙、歷史、地理                                                                                         ,190,724,1.91,27445     ,72.42
15,國文、數乙、歷史、地理                                                                                         ,186,704,1.86,28149     ,74.27
15,國文、數乙、歷史、地理                                                                                         ,182,727,1.92,28876     ,76.19
15,國文、數乙、歷史、地理                                                                                         ,178,664,1.75,29540     ,77.94
15,國文、數乙、歷史、地理                                                                                         ,174,605,1.6,30145     ,79.54
15,國文、數乙、歷史、地理                                                                                         ,170,588,1.55,30733     ,81.09
15,國文、數乙、歷史、地理                                                                                         ,166,572,1.51,31305     ,82.60
15,國文、數乙、歷史、地理                                                                                         ,162,502,1.32,31807     ,83.93
15,國文、數乙、歷史、地理                                                                                         ,158,510,1.35,32317     ,85.27
15,國文、數乙、歷史、地理                                                                                         ,154,420,1.11,32737     ,86.38
15,國文、數乙、歷史、地理                                                                                         ,150,423,1.12,33160     ,87.50
15,國文、數乙、歷史、地理                                                                                         ,146,356,0.94,33516     ,88.44
15,國文、數乙、歷史、地理                                                                                         ,142,294,0.78,33810     ,89.21
15,國文、數乙、歷史、地理                                                                                         ,138,288,0.76,34098     ,89.97
15,國文、數乙、歷史、地理                                                                                         ,134,278,0.73,34376     ,90.70
15,國文、數乙、歷史、地理                                                                                         ,130,239,0.63,34615     ,91.33
15,國文、數乙、歷史、地理                                                                                         ,126,188,0.5,34803     ,91.83
15,國文、數乙、歷史、地理                                                                                         ,122,182,0.48,34985     ,92.31
15,國文、數乙、歷史、地理                                                                                         ,118,158,0.42,35143     ,92.73
15,國文、數乙、歷史、地理                                                                                         ,114,152,0.4,35295     ,93.13
15,國文、數乙、歷史、地理                                                                                         ,110,133,0.35,35428     ,93.48
15,國文、數乙、歷史、地理                                                                                         ,106,110,0.29,35538     ,93.77
15,國文、數乙、歷史、地理                                                                                         ,102,92,0.24,35630     ,94.01
15,國文、數乙、歷史、地理                                                                                         ,98,78,0.21,35708     ,94.22
15,國文、數乙、歷史、地理                                                                                         ,94,57,0.15,35765     ,94.37
15,國文、數乙、歷史、地理                                                                                         ,90,67,0.18,35832     ,94.55
15,國文、數乙、歷史、地理                                                                                         ,86,37,0.1,35869     ,94.64
15,國文、數乙、歷史、地理                                                                                         ,82,43,0.11,35912     ,94.76
15,國文、數乙、歷史、地理                                                                                         ,78,36,0.09,35948     ,94.85
15,國文、數乙、歷史、地理                                                                                         ,74,30,0.08,35978     ,94.93
15,國文、數乙、歷史、地理                                                                                         ,70,26,0.07,36004     ,95.0
15,國文、數乙、歷史、地理                                                                                         ,66,40,0.11,36044     ,95.11
15,國文、數乙、歷史、地理                                                                                         ,62,25,0.07,36069     ,95.17
15,國文、數乙、歷史、地理                                                                                         ,58,24,0.06,36093     ,95.23
15,國文、數乙、歷史、地理                                                                                         ,54,25,0.07,36118     ,95.30
15,國文、數乙、歷史、地理                                                                                         ,50,18,0.05,36136     ,95.35
15,國文、數乙、歷史、地理                                                                                         ,46,7,0.02,36143     ,95.37
15,國文、數乙、歷史、地理                                                                                         ,42,16,0.04,36159     ,95.41
15,國文、數乙、歷史、地理                                                                                         ,38,11,0.03,36170     ,95.44
15,國文、數乙、歷史、地理                                                                                         ,34,9,0.02,36179     ,95.46
15,國文、數乙、歷史、地理                                                                                         ,30,10,0.03,36189     ,95.49
15,國文、數乙、歷史、地理                                                                                         ,26,3,0.01,36192     ,95.50
15,國文、數乙、歷史、地理                                                                                         ,22,4,0.01,36196     ,95.51
15,國文、數乙、歷史、地理                                                                                         ,18,5,0.01,36201     ,95.52
15,國文、數乙、歷史、地理                                                                                         ,14,4,0.01,36205     ,95.53
15,國文、數乙、歷史、地理                                                                                         ,10,1,0,36206     ,95.53
15,國文、數乙、歷史、地理                                                                                         ,6,4,0.01,36210     ,95.54
15,國文、數乙、歷史、地理                                                                                         ,2,1689,4.46,37899     ,100.0
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,497.5,0,0,0         ,0.0
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,492.5,0,0,0         ,0.0
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,487.5,0,0,0         ,0.0
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,482.5,0,0,0         ,0.0
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,477.5,0,0,0         ,0.0
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,472.5,0,0,0         ,0.0
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,467.5,0,0,0         ,0.0
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,462.5,0,0,0         ,0.0
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,457.5,5,0.02,5         ,0.02
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,452.5,7,0.02,12        ,0.04
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,447.5,19,0.06,31        ,0.09
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,442.5,52,0.16,83        ,0.25
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,437.5,76,0.23,159       ,0.48
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,432.5,120,0.36,279       ,0.85
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,427.5,165,0.5,444       ,1.35
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,422.5,218,0.66,662       ,2.01
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,417.5,310,0.94,972       ,2.95
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,412.5,364,1.1,1336      ,4.05
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,407.5,400,1.21,1736      ,5.26
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,402.5,490,1.48,2226      ,6.75
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,397.5,555,1.68,2781      ,8.43
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,392.5,575,1.74,3356      ,10.17
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,387.5,602,1.82,3958      ,11.99
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,382.5,626,1.9,4584      ,13.89
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,377.5,686,2.08,5270      ,15.97
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,372.5,673,2.04,5943      ,18.01
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,367.5,721,2.18,6664      ,20.19
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,362.5,713,2.16,7377      ,22.35
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,357.5,727,2.2,8104      ,24.56
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,352.5,682,2.07,8786      ,26.62
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,347.5,753,2.28,9539      ,28.91
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,342.5,752,2.28,10291     ,31.18
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,337.5,777,2.35,11068     ,33.54
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,332.5,738,2.24,11806     ,35.78
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,327.5,764,2.32,12570     ,38.09
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,322.5,762,2.31,13332     ,40.40
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,317.5,726,2.2,14058     ,42.60
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,312.5,775,2.35,14833     ,44.95
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,307.5,749,2.27,15582     ,47.22
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,302.5,795,2.41,16377     ,49.63
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,297.5,816,2.47,17193     ,52.10
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,292.5,787,2.38,17980     ,54.48
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,287.5,771,2.34,18751     ,56.82
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,282.5,806,2.44,19557     ,59.26
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,277.5,744,2.25,20301     ,61.52
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,272.5,795,2.41,21096     ,63.93
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,267.5,795,2.41,21891     ,66.34
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,262.5,691,2.09,22582     ,68.43
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,257.5,737,2.23,23319     ,70.66
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,252.5,701,2.12,24020     ,72.79
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,247.5,654,1.98,24674     ,74.77
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,242.5,615,1.86,25289     ,76.63
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,237.5,595,1.8,25884     ,78.44
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,232.5,526,1.59,26410     ,80.03
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,227.5,530,1.61,26940     ,81.64
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,222.5,437,1.32,27377     ,82.96
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,217.5,440,1.33,27817     ,84.29
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,212.5,378,1.15,28195     ,85.44
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,207.5,369,1.12,28564     ,86.56
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,202.5,306,0.93,28870     ,87.48
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,197.5,278,0.84,29148     ,88.33
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,192.5,290,0.88,29438     ,89.21
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,187.5,247,0.75,29685     ,89.95
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,182.5,196,0.59,29881     ,90.55
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,177.5,174,0.53,30055     ,91.08
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,172.5,163,0.49,30218     ,91.57
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,167.5,151,0.46,30369     ,92.03
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,162.5,141,0.43,30510     ,92.45
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,157.5,149,0.45,30659     ,92.91
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,152.5,96,0.29,30755     ,93.20
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,147.5,91,0.28,30846     ,93.47
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,142.5,87,0.26,30933     ,93.74
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,137.5,62,0.19,30995     ,93.92
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,132.5,81,0.25,31076     ,94.17
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,127.5,57,0.17,31133     ,94.34
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,122.5,55,0.17,31188     ,94.51
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,117.5,36,0.11,31224     ,94.62
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,112.5,34,0.1,31258     ,94.72
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,107.5,28,0.08,31286     ,94.81
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,102.5,31,0.09,31317     ,94.90
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,97.5,14,0.04,31331     ,94.94
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,92.5,10,0.03,31341     ,94.97
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,87.5,12,0.04,31353     ,95.01
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,82.5,11,0.03,31364     ,95.04
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,77.5,10,0.03,31374     ,95.07
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,72.5,12,0.04,31386     ,95.11
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,67.5,32,0.1,31418     ,95.21
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,62.5,22,0.07,31440     ,95.27
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,57.5,21,0.06,31461     ,95.34
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,52.5,14,0.04,31475     ,95.38
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,47.5,12,0.04,31487     ,95.42
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,42.5,15,0.05,31502     ,95.46
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,37.5,13,0.04,31515     ,95.50
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,32.5,12,0.04,31527     ,95.54
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,27.5,4,0.01,31531     ,95.55
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,22.5,3,0.01,31534     ,95.56
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,17.5,3,0.01,31537     ,95.57
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,12.5,4,0.01,31541     ,95.58
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,7.5,3,0.01,31544     ,95.59
16,國文、數乙、歷史、地理、公民與社會                                                                                   ,2.5,1456,4.41,33000     ,100.0
17,國文、數甲、生物                                                                                            ,298.5,0,0,0         ,0.0
17,國文、數甲、生物                                                                                            ,295.5,0,0,0         ,0.0
17,國文、數甲、生物                                                                                            ,292.5,0,0,0         ,0.0
17,國文、數甲、生物                                                                                            ,289.5,0,0,0         ,0.0
17,國文、數甲、生物                                                                                            ,286.5,0,0,0         ,0.0
17,國文、數甲、生物                                                                                            ,283.5,0,0,0         ,0.0
17,國文、數甲、生物                                                                                            ,280.5,0,0,0         ,0.0
17,國文、數甲、生物                                                                                            ,277.5,0,0,0         ,0.0
17,國文、數甲、生物                                                                                            ,274.5,3,0.02,3         ,0.02
17,國文、數甲、生物                                                                                            ,271.5,1,0.01,4         ,0.02
17,國文、數甲、生物                                                                                            ,268.5,5,0.03,9         ,0.05
17,國文、數甲、生物                                                                                            ,265.5,9,0.05,18        ,0.10
17,國文、數甲、生物                                                                                            ,262.5,15,0.09,33        ,0.19
17,國文、數甲、生物                                                                                            ,259.5,21,0.12,54        ,0.31
17,國文、數甲、生物                                                                                            ,256.5,43,0.25,97        ,0.56
17,國文、數甲、生物                                                                                            ,253.5,52,0.3,149       ,0.86
17,國文、數甲、生物                                                                                            ,250.5,75,0.43,224       ,1.30
17,國文、數甲、生物                                                                                            ,247.5,80,0.46,304       ,1.76
17,國文、數甲、生物                                                                                            ,244.5,108,0.63,412       ,2.39
17,國文、數甲、生物                                                                                            ,241.5,132,0.76,544       ,3.15
17,國文、數甲、生物                                                                                            ,238.5,142,0.82,686       ,3.97
