校系.代碼,校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,錄取名額..含外加.,普通生錄取分數
1,國立臺灣大學,中國文學系,1.5,1.25,0,1,1.25,1,0,0,0,0,32,493.4
2,國立臺灣大學,外國語文學系,1.25,2,0,1,1.25,1,1,0,0,0,62,641.9
3,國立臺灣大學,歷史學系,1,1,0,1,1,1,1,0,0,0,23,503
4,國立臺灣大學,哲學系,1,1,0,1,1,0,1,0,0,0,17,423
5,國立臺灣大學,人類學系,1,1.25,0,1,1,1,1,0,0,0,23,520.45
6,國立臺灣大學,圖書資訊學系,1.25,1.25,0,1,1,1,1,0,0,0,23,544
7,國立臺灣大學,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,34,496.45
10,國立臺灣大學,戲劇學系(男),1.5,1.5,0,1,1,1,0,0,0,0,10,487.6
11,國立臺灣大學,戲劇學系(女),1.5,1.5,0,1,1,1,0,0,0,0,14,490.95
12,國立臺灣大學,數學系,1,1,1.5,0,0,0,0,1,1,0,23,432.5
13,國立臺灣大學,物理學系,1,1,1,0,0,0,0,1,1,0,20,412.6
14,國立臺灣大學,化學系,1,1,1,0,0,0,0,1,1,0,19,404.1
15,國立臺灣大學,地質科學系,1,1,1,0,0,0,0,1,1,0,15,385.2
16,國立臺灣大學,心理學系,1,1,1,0,0,0,0,1,1,1,42,469.7
17,國立臺灣大學,地理環境資源學系A組,1,1,1,0,0,0,0,1,1,0,13,383.1
20,國立臺灣大學,地理環境資源學系B組,1,1,0,1,1,1,0,0,0,0,9,419.4
21,國立臺灣大學,大氣科學系,1,1,1,0,0,0,0,1,1,0,20,389.6
22,國立臺灣大學,政治學系政治理論組,1.25,1.25,0,1,1,1,0,0,0,0,31,457.55
23,國立臺灣大學,政治學系國際關係組,1.25,1.25,0,1,1,1,0,0,0,0,31,465.45
24,國立臺灣大學,政治學系公共行政組,1.25,1.25,0,1,1,1,0,0,0,0,32,460.7
25,國立臺灣大學,經濟學系,1.5,1.5,0,2,0,0,0,0,0,0,67,442.25
26,國立臺灣大學,社會學系,1.5,1.5,0,1.5,1,1,0,0,0,0,33,541.75
27,國立臺灣大學,社會工作學系,1.25,1.25,0,1,1,1,1,0,0,0,25,540
30,國立臺灣大學,醫學系,1,1,1,0,0,0,0,1,1,1,82,529.6
31,國立臺灣大學,牙醫學系,1,1,1,0,0,0,0,1,1,1,23,520.3
32,國立臺灣大學,藥學系,1,1,1,0,0,0,0,1,1,1,28,494.4
33,國立臺灣大學,醫學檢驗暨生物技術學系,1,1,1,0,0,0,0,1,1,1,31,481.7
34,國立臺灣大學,護理學系,1,1,1,0,0,0,0,1,1,1,33,453.9
35,國立臺灣大學,物理治療學系,1,1,1,0,0,0,0,1,1,1,19,479.2
36,國立臺灣大學,職能治療學系,1,1,1,0,0,0,0,1,1,1,25,474.1
37,國立臺灣大學,土木工程學系,1,1,1,0,0,0,0,1,1,0,20,397.1
40,國立臺灣大學,機械工程學系,1,1,1,0,0,0,0,1,1,0,25,406.3
41,國立臺灣大學,化學工程學系,1,1,1,0,0,0,0,1,1,0,36,405.8
42,國立臺灣大學,工程科學及海洋工程學系,1,1,1,0,0,0,0,1,1,0,10,402
43,國立臺灣大學,材料科學與工程學系,1,1,1,0,0,0,0,1,1,0,10,415.4
44,國立臺灣大學,農藝學系,1,1,1,0,0,0,0,1,1.25,1.25,16,501.7
45,國立臺灣大學,生物環境系統工程學系,1,1,1,0,0,0,0,1,1,0,20,390.5
46,國立臺灣大學,農業化學系,1,1,1,0,0,0,0,1,1,1,29,468.2
47,國立臺灣大學,森林環境暨資源學系,1,1,1,0,0,0,0,1.5,1.5,2,30,611.95
50,國立臺灣大學,動物科學技術學系,1,1,1,0,0,0,0,1,1,1,32,456.3
51,國立臺灣大學,農業經濟學系,1.5,2,2,0,0,0,0,1,1,1,27,640.7
52,國立臺灣大學,園藝暨景觀學系,1,1,1,0,0,0,0,1,1.5,1.5,23,535.2
53,國立臺灣大學,獸醫學系,1,1,1,0,0,0,0,1,1,1,33,491
54,國立臺灣大學,生物產業傳播暨發展學系,1.5,1.5,0,1.5,1,1,0,0,0,0,29,546.7
55,國立臺灣大學,生物產業機電工程學系,1,1,1,0,0,0,0,1,1,0,32,394.5
56,國立臺灣大學,昆蟲學系,1,1,1,0,0,0,0,1,1,1,26,446.5
57,國立臺灣大學,植物病理與微生物學系,1,1,1,0,0,0,0,1,1,1,26,463.6
60,國立臺灣大學,工商管理學系企業管理組,1,2,0,2,1,1,0,0,0,0,36,617.6
61,國立臺灣大學,工商管理學系科技管理組,1,2,2,0,0,0,0,1,1,0,27,558.9
62,國立臺灣大學,會計學系,1.25,2,0,1.25,1,1,0,0,0,0,60,560.88
63,國立臺灣大學,財務金融學系,1,1.5,0,2,0,0,0,0,0,0,59,412
64,國立臺灣大學,國際企業學系,1,2,0,2,1,1,0,0,0,0,53,625.2
65,國立臺灣大學,資訊管理學系,1,1,1,0,0,0,0,1,1,0,13,402.5
66,國立臺灣大學,公共衛生學系,1,1,1,0,0,0,0,1,1,1,25,468.6
67,國立臺灣大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,49,420.1
70,國立臺灣大學,資訊工程學系,1,1,1,0,0,0,0,1,1,0,26,412.2
71,國立臺灣大學,法律學系法學組,1,1,0,1,1,0,1,0,0,0,37,436.4
72,國立臺灣大學,法律學系司法組,1,1,0,1,1,0,1,0,0,0,37,439.6
73,國立臺灣大學,法律學系財經法學組,1,1,0,1,1,0,1,0,0,0,33,444.3
74,國立臺灣大學,生命科學系,1,1,1,0,0,0,0,1,1,1,38,471
75,國立臺灣大學,生化科技學系,1,1,1,0,0,0,0,1,1,1,25,488.9
76,國立臺灣師範大學,教育學系,1.5,1.5,0,1,1,1,0,0,0,0,33,462.65
77,國立臺灣師範大學,教育心理與輔導學系,1,1.25,0,1.25,1,0,1,0,0,0,21,450.5
100,國立臺灣師範大學,社會教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,31,503.25
101,國立臺灣師範大學,健康促進與衛生教育學系,1,2,1.75,0,0,0,0,0,0,2,24,463.1
102,國立臺灣師範大學,人類發展與家庭學系家庭生活教育組,2,2,0,1.75,0,0,0,0,0,0,11,452.5
103,國立臺灣師範大學,人類發展與家庭學系幼兒發展與教育組,1.75,2,0,1.75,0,0,0,0,0,0,7,436
104,國立臺灣師範大學,人類發展與家庭學系營養科學與教育組,1,1.5,1,0,0,0,0,0,1.5,1.5,13,469.25
105,國立臺灣師範大學,公民教育與活動領導學系,1.25,1.25,0,1,0,0,1.5,0,0,0,49,396.35
106,國立臺灣師範大學,公民教育與活動領導學系(公費生)-高雄市,1.25,1.25,0,1,0,0,1.5,0,0,0,1,429.98
107,國立臺灣師範大學,公民教育與活動領導學系(公費生)-桃園縣,1.25,1.25,0,1,0,0,1.5,0,0,0,1,427.33
110,國立臺灣師範大學,特殊教育學系,1.25,1.25,0,1,1,0,1,0,0,0,18,435.93
111,國立臺灣師範大學,國文學系,2,1.5,0,0,1,1,0,0,0,0,64,421.85
112,國立臺灣師範大學,英語學系,1,2,0,1,1,1,0,0,0,0,52,486.2
113,國立臺灣師範大學,英語學系(公費生),1,2,0,1,1,1,0,0,0,0,1,536.8
114,國立臺灣師範大學,歷史學系,1.25,1.25,0,1,1.5,1,0,0,0,0,37,468.48
115,國立臺灣師範大學,地理學系,1,1.25,0,1,1,1.5,0,0,0,0,36,451.3
116,國立臺灣師範大學,臺灣語文學系,2,1.75,0,0,1.5,1,1,0,0,0,12,565.15
117,國立臺灣師範大學,數學系(自費),1,1,2,0,0,0,0,1.5,1,0,39,425.6
120,國立臺灣師範大學,數學系(公費),1,1,2,0,0,0,0,1.5,1,0,1,539.05
121,國立臺灣師範大學,物理學系,1,1,1,0,0,0,0,1,1,0,24,340.6
122,國立臺灣師範大學,化學系,1,1.25,1,0,0,0,0,1.5,1.75,0,41,451.25
123,國立臺灣師範大學,生命科學系,1,1.25,1,0,0,0,0,1,1.25,1.5,41,496.85
124,國立臺灣師範大學,地球科學系,0,1,2,0,0,0,0,2,1.5,0,25,426.4
125,國立臺灣師範大學,資訊工程學系,1,1,1,0,0,0,0,1,1,0,16,343.4
131,國立臺灣師範大學,設計學系B組,1,1.5,1.5,0,0,0,0,1,1,0,8,415.05
132,國立臺灣師範大學,工業教育學系能源應用組,1,1.5,1.5,0,0,0,0,0,0,0,1,288.1
133,國立臺灣師範大學,科技應用與人力資源發展學系,1,1.25,1.25,0,0,0,0,1,1,0,40,352.53
134,國立臺灣師範大學,圖文傳播學系,1.25,1.25,1,0,0,0,0,1,1,0,18,360.65
135,國立臺灣師範大學,機電工程學系,1,1.5,2,0,0,0,0,2,1,0,20,507.9
136,國立臺灣師範大學,電機工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,20,446.3
140,國立臺灣師範大學,應用華語文學系,2,2,0,0,1,1,0,0,0,0,25,469.2
141,國立臺灣師範大學,東亞學系政治與經濟組,2,2,0,1,0,0,1.5,0,0,0,7,526.6
142,國立臺灣師範大學,東亞學系漢學與文化組,2,2,0,0,1.5,1,0,0,0,0,8,511.2
150,國立臺灣師範大學,企業管理學士學位學程,1.5,2,0,2,0,0,0,0,0,0,27,455
151,國立中興大學,中國文學系,2,1.5,0,0,1.25,0,0,0,0,0,21,363.55
152,國立中興大學,外國語文學系,1,2,0,1,1,1,0,0,0,0,38,471
153,國立中興大學,歷史學系,1,1,0,1,1.5,1,0,0,0,0,34,421.1
154,國立中興大學,財務金融學系,1,2,0,2,0,0,0,0,0,0,29,418.4
155,國立中興大學,企業管理學系,1,2,0,2,0,0,0,0,0,0,33,412.3
156,國立中興大學,法律學系,1.5,1.5,0,1,1,0,1,0,0,0,27,482.6
157,國立中興大學,行銷學系,1,2,0,2,0,0,0,0,0,0,31,410.3
160,國立中興大學,資訊管理學系,1,2,2,0,0,0,0,0,0,0,19,346.2
161,國立中興大學,會計學系,1,1.5,0,1.5,0,0,0,0,0,0,20,330.8
162,國立中興大學,應用經濟學系,1,2,1.5,0,0,0,0,0,0,0,24,312.8
163,國立中興大學,化學系,1,1.5,2,0,0,0,0,1,2,0,27,506.8
164,國立中興大學,物理學系一般物理組,1,1.5,1.5,0,0,0,0,1.5,1,0,17,429.7
165,國立中興大學,物理學系光電物理組,1,1.5,1.5,0,0,0,0,1.5,1,0,11,436.85
166,國立中興大學,應用數學系,1,1.5,2,0,0,0,0,1.5,1,0,55,443.95
167,國立中興大學,資訊科學與工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,18,438.8
170,國立中興大學,機械工程學系,1,1.5,2,0,0,0,0,2,1,0,45,495.8
171,國立中興大學,土木工程學系,1,1.5,2,0,0,0,0,2,1,0,50,484
172,國立中興大學,環境工程學系,1,1,1.5,0,0,0,0,1.5,1.5,0,32,423.65
173,國立中興大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,50,341.9
174,國立中興大學,化學工程學系,1,1,1,0,0,0,0,1,1,0,35,336.1
175,國立中興大學,材料科學與工程學系,1,1,1,0,0,0,0,1,1,0,25,340.6
176,國立中興大學,水土保持學系,1,1.5,2,0,0,0,0,2,1,0,32,472.7
177,國立中興大學,生物產業機電工程學系,1,1,1,0,0,0,0,1,1,0,35,325.3
200,國立中興大學,農藝學系,1,1.5,1,0,0,0,0,0,1.5,1.5,25,436.05
201,國立中興大學,園藝學系,1,1.5,1,0,0,0,0,0,1.5,2,25,478.95
202,國立中興大學,森林學系林學組,0,1.5,1,0,0,0,0,1,1,1.5,27,381.15
203,國立中興大學,森林學系木材科學組,0,1.5,1,0,0,0,0,1.25,1.5,1,23,383.75
204,國立中興大學,植物病理學系,1,1.5,1,0,0,0,0,0,1.5,1.5,29,439.4
205,國立中興大學,昆蟲學系,1,1.5,1,0,0,0,0,0,1.5,1.5,36,407.95
206,國立中興大學,動物科學系,1,1.5,1,0,0,0,0,0,1.5,1.5,24,454.15
207,國立中興大學,土壤環境科學系,1,1.5,1,0,0,0,0,1,1.5,1.5,32,473
210,國立中興大學,食品暨應用生物科技學系,1,1.5,1,0,0,0,0,0,1.5,1.5,32,459.4
211,國立中興大學,生物科技學士學位學程,1,1.5,1,0,0,0,0,1,1.5,1.5,18,523
212,國立中興大學,景觀與遊憩學士學位學程,1,1.5,1.5,0,0,0,0,1,0,0,8,321.65
213,國立中興大學,國際農企業學士學位學程,1,2,1.25,0,0,0,0,0,0,1,6,370.6
214,國立中興大學,生命科學系,1,1.25,1,0,0,0,0,1,1.75,1.75,44,528.33
215,國立中興大學,獸醫學系,1,1.5,1,0,0,0,0,1,1.5,1.5,37,602.85
216,國立成功大學,中國文學系,1.5,1,0,1,1,1,0,0,0,0,42,423.65
217,國立成功大學,外國語文學系,1.5,2,0,1,1,1,0,0,0,0,37,521.05
220,國立成功大學,歷史學系,1.25,1.25,0,0,1.5,1,0,0,0,0,38,394.88
221,國立成功大學,台灣文學系,2,2,0,1,1,1,0,0,0,0,32,532.2
222,國立成功大學,數學系,0,1.5,2,0,0,0,0,1.5,0,0,26,355.35
223,國立成功大學,物理學系物理組,1,1,1.5,0,0,0,0,1.5,1,0,23,442.9
224,國立成功大學,物理學系光電科學組,1,1,1.5,0,0,0,0,1.5,1,0,6,453.35
225,國立成功大學,化學系,1,1,1,0,0,0,0,1,1.5,0,32,403.4
226,國立成功大學,地球科學系,1,1,1,0,0,0,0,1,1,0,25,347.1
227,國立成功大學,光電科學與工程學系,1,1,1,0,0,0,0,1,1,0,14,372.5
230,國立成功大學,機械工程學系,1,1,1,0,0,0,0,1,1,0,110,361.3
231,國立成功大學,化學工程學系,1,1,1,0,0,0,0,1,1,0,53,367.9
232,國立成功大學,資源工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,26,457.05
233,國立成功大學,材料科學及工程學系,1,1,1,0,0,0,0,1,1,0,38,374.8
234,國立成功大學,土木工程學系,1,1,1,0,0,0,0,1,1,0,53,354.6
235,國立成功大學,水利及海洋工程學系,1,1,1,0,0,0,0,1,1,0,25,350.4
236,國立成功大學,工程科學系,1,1,1,0,0,0,0,1,1,0,25,361.4
237,國立成功大學,系統及船舶機電工程學系,1,1,1,0,0,0,0,1,1,0,28,354.2
240,國立成功大學,航空太空工程學系,1,1,1,0,0,0,0,1,1,0,34,359.8
241,國立成功大學,環境工程學系,1,1,1,0,0,0,0,1,1,0,25,354.5
242,國立成功大學,測量及空間資訊學系,1,1,1,0,0,0,0,1,1,0,16,349.2
243,國立成功大學,生物醫學工程學系,1,1,1,0,0,0,0,1,1,0,16,366.3
244,國立成功大學,資訊工程學系,1,1,1,0,0,0,0,1,1,0,42,371.3
245,國立成功大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,44,386.4
246,國立成功大學,建築學系,1.25,1,1.25,0,0,0,0,1.25,1,0,25,438.43
247,國立成功大學,都市計劃學系,1.5,1.5,1.5,0,0,0,0,1,1,0,28,454.15
250,國立成功大學,工業設計學系,1,1.5,1,0,0,0,0,1.5,1,0,34,437.3
251,國立成功大學,工業與資訊管理學系,1,1,1,0,0,0,0,1,1,0,28,353.8
252,國立成功大學,交通管理科學系,1,1,1,0,0,0,0,1,1,0,23,350.4
253,國立成功大學,企業管理學系,1,1,0,1,1,1,0,0,0,0,42,406.9
254,國立成功大學,會計學系,1,2,0,2,1,1,0,0,0,0,31,587.2
255,國立成功大學,統計學系,1,1.5,1.5,0,0,0,0,0,0,0,40,288.55
256,國立成功大學,生命科學系,1,1.25,1,0,0,0,0,1,1.5,1.5,36,533.75
257,國立成功大學,醫學系,1,1,1,0,0,0,0,1,1,1,29,519.2
260,國立成功大學,醫學檢驗生物技術學系,1,1.25,1,0,0,0,0,1,1.25,1.25,33,504.68
261,國立成功大學,護理學系,1,1.25,1,0,0,0,0,1,1,1,25,446.1
262,國立成功大學,物理治療學系,1,1.25,1,0,0,0,0,1,1,1,29,466.58
263,國立成功大學,職能治療學系,1,1,1,0,0,0,0,1,1,1,22,441
264,國立成功大學,藥學系,1,1,1,0,0,0,0,1,1.25,1,18,513.05
265,國立成功大學,政治學系,1.25,1.25,0,1,1,0,1,0,0,0,39,439.05
266,國立成功大學,經濟學系,1.5,2,0,2,0,0,0,0,0,0,40,463.15
267,國立成功大學,法律學系,1,1,0,1,1,0,1,0,0,0,36,413
270,國立成功大學,心理學系,1,1.5,1.5,0,0,0,0,1,1,1,43,500.4
271,國立成功大學,成功大學學士學位學程,1,1,1,0,0,0,0,1,1,0,5,384.4
272,東吳大學,中國文學系,2,1.5,0,1,1,1,0,0,0,0,106,396.1
273,東吳大學,歷史學系,1,1,0,1,1.5,1,0,0,0,0,49,356.3
274,東吳大學,哲學系,1.5,1.5,0,1.5,1,0,1,0,0,0,35,392.55
275,東吳大學,政治學系,1.5,1.5,0,1,0,0,1.5,0,0,0,92,382.45
276,東吳大學,社會學系,1.5,1.5,0,1,0,0,1.5,0,0,0,81,367.5
277,東吳大學,社會工作學系,1.5,1.5,0,1.5,0,0,1,0,0,0,100,348.65
314,東吳大學,英文學系,2,2,0,1,1,1,0,0,0,0,125,476.8
315,東吳大學,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,79,416.8
316,東吳大學,德國文化學系,1.5,1.5,0,1,1,1,0,0,0,0,36,413.45
317,東吳大學,數學系,1.5,1.5,2,0,0,0,0,0,0,0,10,233.95
320,東吳大學,物理學系,1,1.5,1.5,0,0,0,0,2,1,0,39,254.75
321,東吳大學,化學系,1,1,1.5,0,0,0,0,1.5,2,0,27,286.65
322,東吳大學,微生物學系應用微生物組,1,2,0,0,0,0,0,0,1.25,1.25,11,311.55
323,東吳大學,微生物學系生物科技組,1,2,1,0,0,0,0,0,1.25,1.25,18,348.5
324,東吳大學,心理學系,1,2,1.5,0,0,0,0,0,0,0,42,253.15
325,東吳大學,法律學系,1,1,0,1,1,0,1,0,0,0,193,390.4
326,東吳大學,經濟學系,1.5,2,0,2,0,0,0,0,0,0,130,400.8
327,東吳大學,會計學系,1.5,2,0,1.5,1,1,0,0,0,0,165,529.35
330,東吳大學,企業管理學系,1,1.5,0,1.5,0,0,0,0,0,0,165,290.45
331,東吳大學,國際經營與貿易學系,1,2,0,1.5,0,0,0,0,0,0,68,353.6
332,東吳大學,財務工程與精算數學系自然組,1,1,2,0,0,0,0,0,0,0,38,215.4
333,東吳大學,財務工程與精算數學系社會組,1,1,0,2,0,0,0,0,0,0,42,304.1
334,東吳大學,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,60,395.58
335,國立政治大學,中國文學系,1.5,1.25,0,1,1,0,0,0,0,0,50,381.53
336,國立政治大學,歷史學系,1,1,0,1,1.5,1,0,0,0,0,30,447.7
337,國立政治大學,哲學系,1.25,1.25,0,1.25,1,0,1,0,0,0,18,470.4
340,國立政治大學,教育學系,1.5,1.5,0,1.25,1,1,0,0,0,0,28,501.6
341,國立政治大學,教育學系(公費生),1.5,1.5,0,1.25,1,1,0,0,0,0,1,553.25
342,國立政治大學,政治學系,1.5,1.5,0,1.25,0,0,1,0,0,0,30,431.55
343,國立政治大學,社會學系,1.5,1.5,0,1.5,0,0,1,0,0,0,33,453.25
344,國立政治大學,財政學系,1,1.5,0,1.5,0,0,0,0,0,0,58,343.3
345,國立政治大學,公共行政學系,1.5,1.5,0,1.25,0,0,1,0,0,0,32,434.05
346,國立政治大學,地政學系土地資源規劃組,1.25,1.25,0,1.5,1,1,0,0,0,0,26,492.85
347,國立政治大學,地政學系土地管理組,1.25,1.25,0,1.5,1,1,0,0,0,0,32,496.2
350,國立政治大學,地政學系土地測量與資訊組,1.25,1.25,1.5,0,0,0,0,1,1,0,26,410.38
351,國立政治大學,經濟學系,1,1.5,0,1.5,0,0,0,0,0,0,64,342.75
352,國立政治大學,民族學系,1,1,0,0,0,0,1.25,0,0,0,28,265.3
353,國立政治大學,外交學系,1.5,1.75,0,1.25,1,1,0,0,0,0,30,537.7
354,國立政治大學,國際經營與貿易學系,1.5,2,0,2,0,0,0,0,0,0,50,477.45
355,國立政治大學,金融學系,1,1.5,0,2,0,0,0,0,0,0,37,399.85
356,國立政治大學,會計學系,1.5,2,0,2,1,1,0,0,0,0,65,633.9
357,國立政治大學,統計學系社會組,1.5,1.5,0,2,1,1,0,0,0,0,22,585.45
360,國立政治大學,統計學系自然組,1.5,1.5,2,0,0,0,0,1,1,0,10,506.75
361,國立政治大學,企業管理學系,1,2,0,2,0,0,0,0,0,0,58,437.6
362,國立政治大學,資訊管理學系社會組,1,2,0,2,0,0,0,0,0,0,32,433.7
363,國立政治大學,資訊管理學系自然組,1,2,2,0,0,0,0,0,0,0,25,370.5
364,國立政治大學,財務管理學系,1,2,0,2,0,0,0,0,0,0,30,447
365,國立政治大學,風險管理與保險學系,1,1.5,0,1.5,0,0,0,0,0,0,30,344.95
366,國立政治大學,傳播學院大一大二不分系,1.5,1.5,0,1,1,0,1,0,0,0,92,496.7
367,國立政治大學,英國語文學系,1.5,2,0,1,1,1,0,0,0,0,44,533.25
370,國立政治大學,阿拉伯語文學系,1.5,1.5,0,1,1.25,1,0,0,0,0,23,499.75
371,國立政治大學,斯拉夫語文學系,1.5,1.5,0,1,1,1,0,0,0,0,35,479.15
372,國立政治大學,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,23,486.15
373,國立政治大學,韓國語文學系,1.5,1.5,0,1,1,1,0,0,0,0,15,483.85
374,國立政治大學,土耳其語文學系,2,2,0,1,0,0,0,0,0,0,16,403.8
375,國立政治大學,歐洲語文學系法文組,1.5,1.5,0,1,1,1,0,0,0,0,10,488.05
376,國立政治大學,歐洲語文學系德文組,1.5,1.5,0,1,1,1,0,0,0,0,11,490.6
377,國立政治大學,歐洲語文學系西班牙文組,1.5,1.5,0,1,1,1,0,0,0,0,14,488.95
400,國立政治大學,法律學系,1,2,0,1,1,0,1,0,0,0,59,514.1
401,國立政治大學,應用數學系,1,1,1.5,0,0,0,0,1,1,0,28,382.6
402,國立政治大學,心理學系,1,1.25,1,0,0,0,0,0,0,0,22,240.68
403,國立政治大學,資訊科學系,1,1.5,2,0,0,0,0,1.5,0,0,26,422.35
404,高雄醫學大學,醫學系,1,1,1,0,0,0,0,1,1,1,41,509.5
405,高雄醫學大學,運動醫學系,1,1.25,1,0,0,0,0,1.25,1,1.25,16,399.65
406,高雄醫學大學,呼吸治療學系,1,1.25,0,0,0,0,0,1,1.25,1.25,18,403.18
407,高雄醫學大學,牙醫學系,1,1,1,0,0,0,0,1,1,1,53,499.8
410,高雄醫學大學,口腔衛生學系,1,1.5,1,0,0,0,0,0,1,1.25,28,336.9
411,高雄醫學大學,藥學系,1,1.25,1,0,0,0,0,1,1.25,1.25,58,542.9
412,高雄醫學大學,香粧品學系,1,1.5,1,0,0,0,0,0,1.5,1.5,22,403.25
413,高雄醫學大學,護理學系,1.25,1.5,1,0,0,0,0,0,1,1.5,39,392.23
414,高雄醫學大學,醫學檢驗生物技術學系,1,1.25,1,0,0,0,0,0,1.25,1.25,22,418.9
415,高雄醫學大學,醫學影像暨放射科學系,0,1,1,0,0,0,0,1.25,1.25,1.25,12,384.6
416,高雄醫學大學,公共衛生學系,1,1.5,1.5,0,0,0,0,0,1,1.25,39,359.55
417,高雄醫學大學,心理學系,2,2,1.5,0,0,0,0,0,0,1,30,434.6
420,高雄醫學大學,職能治療學系,1.5,1.5,1,0,0,0,0,1,0,1.5,23,451.05
421,高雄醫學大學,物理治療學系,1,1.5,1.5,0,0,0,0,1,1,1.5,22,519.7
422,高雄醫學大學,醫學社會學與社會工作學系,2,2,1.75,0,0,0,0,0,0,1,29,366.15
423,高雄醫學大學,醫務管理暨醫療資訊學系,1.5,1.5,2,0,0,0,0,1,0,0,10,343.35
424,高雄醫學大學,醫藥暨應用化學系醫藥化學組,1,1.5,1.5,0,0,0,0,1,1.5,0,39,407
425,高雄醫學大學,醫藥暨應用化學系應用化學組,1,1.5,1.5,0,0,0,0,1,1.5,0,34,389.05
426,高雄醫學大學,生物醫學暨環境生物學系,1,1.5,1,0,0,0,0,0,1.25,1.5,23,392.05
427,高雄醫學大學,生物科技學系,1,1.25,1,0,0,0,0,0,1.5,1.5,32,407.03
430,中原大學,應用數學系,1.25,1.25,2,0,0,0,0,0,0,0,41,182.68
431,中原大學,物理學系物理組,0,1,1.5,0,0,0,0,2,0,0,17,178.8
432,中原大學,物理學系光電與材料科學組,0,1,1.5,0,0,0,0,2,0,0,22,186.5
433,中原大學,化學系化學組,0,1,1.5,0,0,0,0,1.5,2,0,26,259.55
434,中原大學,化學系材料化學組,0,1,1.5,0,0,0,0,1.5,2,0,27,288.4
435,中原大學,心理學系,1.5,2,2,0,0,0,0,0,0,0,63,258.95
436,中原大學,生物科技學系,0,1.75,0,0,0,0,0,0,2,2,51,293.85
437,中原大學,化學工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,62,279.2
440,中原大學,土木工程學系,2,1,1,0,0,0,0,2,0,0,74,264.2
441,中原大學,機械工程學系,1.5,1,2,0,0,0,0,2,0,0,67,283.15
442,中原大學,生物醫學工程學系,0,1,2,0,0,0,0,2,2,0,37,311.1
443,中原大學,生物環境工程學系,1,1.5,2,0,0,0,0,1,2,0,23,319.25
444,中原大學,電機資訊學院學士班,1,2,2,0,0,0,0,2,0,0,24,339
445,中原大學,工業與系統工程學系,1.5,2,2,0,0,0,0,1,0,0,63,260.7
446,中原大學,電子工程學系,1,1,1,0,0,0,0,1,1,0,43,241.6
447,中原大學,資訊工程學系,1,1,1,0,0,0,0,1,0,0,40,195.1
450,中原大學,電機工程學系,1,1,1,0,0,0,0,1,0,0,29,218.8
451,中原大學,商學院不分系,1.75,2,0,2,1,1,0,0,0,0,50,476.8
452,中原大學,企業管理學系,2,2,0,1.75,1,1,0,0,0,0,95,452.3
453,中原大學,國際經營與貿易學系,1.75,2,0,2,0,0,0,0,0,0,51,348.15
454,中原大學,會計學系,1.75,2,0,2,1,1,0,0,0,0,101,465.1
455,中原大學,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,56,325.08
456,中原大學,財務金融學系,1.75,2,0,2,1,1,0,0,0,0,51,488.53
457,中原大學,財經法律學系,1.5,1.5,0,1.5,1,0,1,0,0,0,44,437.05
460,中原大學,建築學系,1.75,1.75,2,0,0,0,0,1,1,0,22,463.93
461,中原大學,室內設計學系,2,1,0,1,2,1.5,0,0,0,0,25,516.8
462,中原大學,商業設計學系,2,2,0,1,1.5,1,0,0,0,0,32,491.8
463,中原大學,景觀學系,1,1.5,0,1,2,2,0,0,0,0,18,501.3
464,中原大學,特殊教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,31,359.75
465,中原大學,應用外國語文學系,1.5,2,0,0,1,1,0,0,0,0,65,351.55
466,中原大學,應用華語文學系,2,1.75,0,0,1.25,1,0,0,0,0,57,353.68
467,東海大學,中國文學系,2,1.25,0,0,2,0,0,0,0,0,85,310.75
470,東海大學,外國語文學系,1.5,2,0,0,1.5,1,0,0,0,0,37,417.15
471,東海大學,歷史學系,2,1.75,0,0,2,0,0,0,0,0,26,345.53
472,東海大學,日本語言文化學系,1.5,1.5,0,1,1,1,0,0,0,0,61,362
473,東海大學,哲學系,2,1.5,0,1,1,0,1.75,0,0,0,25,413.35
474,東海大學,應用物理學系材料及奈米科技組,1,1.25,1.5,0,0,0,0,1.75,1,0,26,247.75
475,東海大學,應用物理學系光電組,1,1.25,1.5,0,0,0,0,1.75,1,0,15,253.45
476,東海大學,化學系化學組,1,1.5,1.5,0,0,0,0,1,2,0,20,290.95
477,東海大學,化學系化學生物組(A組),1,1.5,1.5,0,0,0,0,1,2,0,11,319.75
500,東海大學,化學系化學生物組(B組),1,1.5,1,0,0,0,0,0,2,1.5,11,358.75
