系組.代碼,校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,錄取人數..含外加.,普通生錄取分數
445,中原大學                ,電機資訊學院學士班,0,1,1,0,0,0,0,1,0,0,7,170.8
446,中原大學                ,工業與系統工程學系工程組,1,1,1,0,0,0,0,0,0,0,15,169.6
447,中原大學                ,工業與系統工程學系管理組,1,1,0,1,0,0,0,0,0,0,6,202.6
450,中原大學                ,電子工程學系,1,1,1,0,0,0,0,1,1,0,28,290.05
451,中原大學                ,資訊工程學系,1,1,1,0,0,0,0,1,0,0,14,250.9
452,中原大學                ,電機工程學系,0,1,1,0,0,0,0,1,0,0,16,175.65
453,中原大學                ,商學院不分系,1.75,2,0,2,1,1,0,0,0,0,49,479.2
454,中原大學                ,企業管理學系服務業管理組,2,2,0,1.75,1,1,0,0,0,0,4,494.95
455,中原大學                ,企業管理學系高科技業管理組,1.75,2,0,2,1,1,0,0,0,0,3,500.8
456,中原大學                ,企業管理學系工商管理組,2,2,0,1.75,1,1,0,0,0,0,2,505.3
457,中原大學                ,國際經營與貿易學系,1.75,2,0,2,0,0,0,0,0,0,7,407.7
460,中原大學                ,會計學系,1.75,2,0,2,1,1,0,0,0,0,13,517
461,中原大學                ,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,3,412.3
462,中原大學                ,財務金融學系,1.75,2,0,2,1,1,0,0,0,0,15,514.9
463,中原大學                ,財經法律學系,1.5,1.5,0,1.5,1,0,1,0,0,0,20,453.1
464,中原大學                ,建築學系,1.75,1.75,2,0,0,0,0,1,1,0,14,487.15
465,中原大學                ,室內設計學系,2,1,0,1,2,1.5,0,0,0,0,9,534.8
466,中原大學                ,商業設計學系商業設計組,2,2,0,1,1.5,1,0,0,0,0,19,476.2
467,中原大學                ,商業設計學系產品設計組,2,2,1,0,0,0,0,1,1,0,14,385.1
470,中原大學                ,景觀學系,1,1.5,0,1,2,2,0,0,0,0,8,472.93
471,中原大學                ,特殊教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,12,387.78
472,中原大學                ,應用外國語文學系,1.5,2,0,0,1,1,0,0,0,0,13,368.9
473,中原大學                ,應用華語文學系,2,1.75,0,0,1.25,1,0,0,0,0,11,387.16
474,東海大學                ,中國文學系,2,1.75,0,0,2,0,0,0,0,0,47,345.1
475,東海大學                ,外國語文學系,1.25,2,0,0,1,0,0,0,0,0,58,262.5
476,東海大學                ,歷史學系,2,1.75,0,0,2,0,0,0,0,0,24,353.28
477,東海大學                ,日本語言文化學系,1.75,2,0,0,1.5,0,0,0,0,0,27,330.5
500,東海大學                ,哲學系,2,1.5,0,1,1,0,1.75,0,0,0,18,430.45
501,東海大學                ,應用物理學系(A組),1,1,1,0,0,0,0,0,0,0,4,166.4
502,東海大學                ,應用物理學系(B組),1,1,0,1,0,0,0,0,0,0,3,186.75
503,東海大學                ,化學系化學組,0,1.5,1.5,0,0,0,0,1,2,0,6,301.78
504,東海大學                ,化學系化學生物組(A組),0,1.5,1.5,0,0,0,0,1,2,0,3,301.33
505,東海大學                ,化學系化學生物組(B組),0,1.5,1,0,0,0,0,0,2,1.5,3,330.55
506,東海大學                ,生命科學系生物醫學組,1.75,2,0,0,0,0,0,0,1,2,7,427.2
507,東海大學                ,生命科學系生態生物多樣性組,1.75,2,0,0,0,0,0,0,0,2,7,360.3
510,東海大學                ,應用數學系(A組),1.75,1.75,2,0,0,0,0,0,0,0,3,299.88
511,東海大學                ,應用數學系(B組),1.75,1.75,0,2,0,0,0,0,0,0,2,361.66
512,東海大學                ,化工與材工系(製程及能源組),1,1,2,0,0,0,0,2,2,0,2,419.45
513,東海大學                ,化工與材工系(材料工程組),1,1,2,0,0,0,0,2,2,0,8,414.7
514,東海大學                ,化工與材工系(生化工程組),1,1,2,0,0,0,0,0,1,2,7,374.95
515,東海大學                ,工工與經營系(設計與生產組),1.75,2,1.75,0,0,0,0,0,0,0,10,302.8
516,東海大學                ,工工與經營系(經營與管理組),1.75,2,0,1.75,0,0,0,0,0,0,12,334.03
517,東海大學                ,環境科學與工程系(自然A組),2,1.5,1,0,0,0,0,0,2,0,7,360.7
520,東海大學                ,環境科學與工程系(自然B組),2,1.5,1,0,0,0,0,0,0,2,11,363.4
521,東海大學                ,資訊工程學系資電工程組,1.5,2,2,0,0,0,0,0,0,0,5,323.8
522,東海大學                ,資訊工程學系數位創意組,2,2,0,1.5,0,0,0,0,0,0,5,366.1
523,東海大學                ,資訊工程學系軟體工程組,1.5,2,2,0,0,0,0,0,0,0,13,315.4
524,東海大學                ,電機工程學系,2,1.25,1.25,0,0,0,0,0,0,0,23,276.53
525,東海大學                ,企管學系(行銷與數位經營組),2,2,0,1.75,0,0,0,0,0,0,20,346.7
526,東海大學                ,企管學系(服務創新與經營組),2,2,0,1.75,0,0,0,0,0,0,15,340.4
527,東海大學                ,企管學系(創業與組織領導組),2,2,0,1.75,0,0,0,0,0,0,15,341.8
530,東海大學                ,國際經營與貿易學系,1.5,2,0,1.5,0,0,0,0,0,0,88,294.8
531,東海大學                ,會計學系,2,2,0,1,0,0,0,0,0,0,60,323.5
532,東海大學                ,財務金融學系,1.75,2,0,2,0,0,0,0,0,0,49,371.8
533,東海大學                ,統計學系(巨量資料管理組),1,1.5,2,0,0,0,0,0,0,0,5,244.18
534,東海大學                ,統計學系(決策管理組),1,1.5,0,2,0,0,0,0,0,0,4,291.6
535,東海大學                ,資管學系(物聯網與大數據組),2,2,0,1.75,0,0,0,0,0,0,10,375
536,東海大學                ,資管學系(行銷與電子商務組),2,2,0,1.75,0,0,0,0,0,0,8,366.95
537,東海大學                ,經濟學系一般經濟組,1.5,1.5,0,1.5,1,1,0,0,0,0,77,374.98
540,東海大學                ,經濟學系產業經濟組,1.5,1.5,0,1.5,1,1,0,0,0,0,26,373.85
541,東海大學                ,政治學系政治理論組,1.75,2,0,0,0,0,2,0,0,0,18,378.7
542,東海大學                ,政治學系國際關係組,1.75,2,0,0,0,0,2,0,0,0,18,388.4
543,東海大學                ,行政管理暨政策學系,2,2,0,0,0,0,1.5,0,0,0,23,364.9
544,東海大學                ,社會學系,2,1.5,0,0,0,0,1.5,0,0,0,33,325.2
545,東海大學                ,社會工作學系,2,2,0,0,0,0,1.75,0,0,0,48,365.2
546,東海大學                ,畜產與生物科技學系(A組),1,1,0,0,0,0,0,0,0,2,20,246.85
547,東海大學                ,畜產與生物科技學系(B組),1,1,0,0,0,0,0,0,2,0,20,221.7
550,東海大學                ,食品科學系(A組),1,2,1,0,0,0,0,0,2,2,14,424.1
551,東海大學                ,食品科學系(B組),1,2,0,1,0,0,0,0,2,2,12,428.3
552,東海大學                ,餐旅管理學系,2,2,0,1.5,1,1,0,0,0,0,14,426.5
555,東海大學                ,建築學系,1.5,2,1.75,0,0,0,0,1,1,0,14,501.4
556,東海大學                ,工業設計學系,2,2,1.75,0,0,0,0,1,0,0,25,378.5
557,東海大學                ,景觀學系,2,2,0,0,0,0,0,0,0,1.5,7,355.65
560,東海大學                ,法律學系,1.5,1.5,0,1,1,0,1,0,0,0,85,414.68
561,東海大學                ,國際經管學位學程(英語專班),1,2,0,1.25,0,0,0,0,0,0,7,280.5
562,東海大學                ,永續科學與工程學士學位學程,0,2,1.5,0,0,0,0,0,1,1,24,220.5
563,國立清華大學            ,中國文學系甲組(一般組),1.5,1.25,0,1,1,1,0,0,0,0,25,444.71
564,國立清華大學            ,中國文學系乙組(華語教學組),1.5,1.5,0,1,1,1,0,0,0,0,10,460.43
565,國立清華大學            ,外國語文學系,1,2,0,1,1,1,0,0,0,0,13,480.8
566,國立清華大學            ,人文社會學院學士班,1.5,1.5,0,1,1,0,1,0,0,0,31,474.35
567,國立清華大學            ,教育與學習科技學系,2,2,0,1,1,0,0,0,0,0,8,470.9
570,國立清華大學            ,幼兒教育學系,1.5,1.5,0,1,1,0,0,0,0,0,7,387.18
571,國立清華大學            ,特殊教育學系,2,2,0,1,1,0,1,0,0,0,13,539
572,國立清華大學            ,教育心理與諮商學系,1.5,2,0,1.5,0,0,0,0,0,0,22,409.5
573,國立清華大學            ,英語教學系,1.5,2,0,1,1,1,0,0,0,0,10,506.4
574,國立清華大學            ,體育學系,1.25,2,0,1.25,0,0,0,0,0,0,4,357.75
575,國立清華大學            ,竹師教育學院(雙專長組),1,2,0,2,0,0,0,0,0,0,5,414.2
576,國立清華大學            ,竹師教育學院(永續發展組),1,2,0,2,0,0,0,0,0,0,7,410.5
577,國立清華大學            ,經濟學系第1組,1,2,0,2,1,1,0,0,0,0,22,575.3
600,國立清華大學            ,經濟學系第2組,1,2,0,2,0,0,0,0,0,0,22,433
601,國立清華大學            ,科技管理學院學士班,1.5,2,1.5,0,0,0,0,1,1,0,8,541.2
602,國立清華大學            ,計量財務金融學系甲組,1,1.5,1.5,0,0,0,0,0,0,0,9,318.98
603,國立清華大學            ,計量財務金融學系乙組,1,1.5,0,1.5,0,0,0,0,0,0,9,357.08
604,國立清華大學            ,數學系甲組(數學組),1,1.5,2,0,0,0,0,1.5,1,0,6,536.45
605,國立清華大學            ,數學系乙組(應用數學組),1,1.5,2,0,0,0,0,1.5,1,0,10,532.5
606,國立清華大學            ,物理學系物理組(甲組一般組),1,1,1,0,0,0,0,1,1,0,9,393.58
607,國立清華大學            ,物理學系物理組(天文物理組),1,1,1,0,0,0,0,1,1,0,2,396.2
610,國立清華大學            ,物理學系光電物理組,1,1,1,0,0,0,0,1,1,0,6,391.65
611,國立清華大學            ,化學系,1,1,1,0,0,0,0,1,1,0,29,385.4
612,國立清華大學            ,理學院學士班,1,1,1,0,0,0,0,1,1,0,14,390.8
613,國立清華大學            ,生醫工程與環境科學系,1,1,1,0,0,0,0,1,1,0,11,382.45
614,國立清華大學            ,工程與系統系(低碳綠能組),1,1,1,0,0,0,0,1,1,0,9,387.6
615,國立清華大學            ,工程與系統系(智慧奈米組),1,1,1,0,0,0,0,1,1,0,4,390.45
616,國立清華大學            ,原子科學院學士班,1,1,1,0,0,0,0,1,1,0,5,386.1
617,國立清華大學            ,化學工程學系,1,1,1,0,0,0,0,1,1,0,15,393.1
620,國立清華大學            ,動力機械工程學系甲組,1,1,1,0,0,0,0,1,1,0,13,397.2
621,國立清華大學            ,動力機械工程學系乙組,1,1,1,0,0,0,0,1,1,0,10,395.25
622,國立清華大學            ,材料科學工程學系甲組,1,1,1,0,0,0,0,1,1,0,13,406.35
623,國立清華大學            ,材料科學工程學系乙組,1,1,1,0,0,0,0,1,1,0,7,403.9
624,國立清華大學            ,工業工程與工程管理學系,1,1.5,1.5,0,0,0,0,1,1,0,15,455.68
625,國立清華大學            ,工學院學士班,1,1,1,0,0,0,0,1,1,0,4,403.45
626,國立清華大學            ,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,3,421.6
627,國立清華大學            ,電機工程學系乙組,1,1.5,1.5,0,0,0,0,1.5,1,0,6,540.45
630,國立清華大學            ,資訊工程系甲組(電子資訊組),1,1,1,0,0,0,0,1,1,0,5,418.9
631,國立清華大學            ,資訊工程系乙組(資訊工程組),1,1,1,0,0,0,0,1,1,0,19,408.3
632,國立清華大學            ,資訊工程系丙組(人工智慧組),1,1,1,0,0,0,0,1,1,0,5,411.15
633,國立清華大學            ,電機資訊學院學士班,1,1,1,0,0,0,0,1,1,0,3,420.08
634,國立清華大學            ,生命科學系,0,1.25,1,0,0,0,0,1,1.25,1.25,43,415.39
635,國立清華大學            ,醫學科學系,0,1.5,1,0,0,0,0,1,1.5,1.5,9,497.45
636,國立清華大學            ,生命科學院學士班,0,1,1,0,0,0,0,1,1,1,6,378.7
637,國立清華大學            ,藝術與設計學系創作組,1.5,1,0,0,1.5,0,0,0,0,0,10,311.75
640,國立清華大學            ,藝術與設計學系設計組,1.5,1,0,0,1.5,0,0,0,0,0,11,316.65
641,國立清華大學            ,藝術學院學士班,1.25,1.5,0,1.5,0,0,0,0,0,0,7,354.5
642,中國醫藥大學            ,牙醫學系,0,1,1,0,0,0,0,1,1,1,13,421.2
643,中國醫藥大學            ,醫學系,0,1,1,0,0,0,0,1,1,1,22,427.75
644,中國醫藥大學            ,中醫學系甲組,1,1,1.5,0,0,0,0,0,1,1,11,468.15
645,中國醫藥大學            ,中醫學系乙組,1,1,1.5,0,0,0,0,0,1,1,10,463.95
646,中國醫藥大學            ,藥學系,1,1,1,0,0,0,0,0,1,1,51,408.95
647,中國醫藥大學            ,公共衛生學院大一不分系,2,2,0,0,0,0,0,0,1,2,24,478.8
650,中國醫藥大學            ,護理學系,1,1.5,0,0,0,0,0,0,1,1.5,23,343.1
651,中國醫藥大學            ,醫學檢驗生物技術學系,1,1,0,0,0,0,0,0,1.5,1.75,14,416
652,中國醫藥大學            ,營養學系,1,2,0,0,0,0,0,0,2,2,9,517.6
653,中國醫藥大學            ,物理治療學系,0,1.5,1,0,0,0,0,1,0,1.25,15,347.35
654,中國醫藥大學            ,生物科技學系,1,1.25,0,0,0,0,0,0,1.25,1.5,27,345.39
655,中國醫藥大學            ,運動醫學系,0,2,1,0,0,0,0,1.25,0,1.5,9,362.53
656,中國醫藥大學            ,中國藥學暨中藥資源學系,0,1.5,1,0,0,0,0,0,1.5,1.5,7,417.48
657,中國醫藥大學            ,藥用化妝品學系,1,2,0,0,0,0,0,0,2,2,24,468.2
660,中國醫藥大學            ,生物醫學影像暨放射科學學系,0,1.25,1.5,0,0,0,0,1.25,0,1,9,335.2
661,國立交通大學            ,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,3,421.85
662,國立交通大學            ,電機工程學系乙組,0,1.5,2,0,0,0,0,2,1,0,11,539.43
663,國立交通大學            ,光電工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,8,508.23
664,國立交通大學            ,資訊工程學系甲組,1,1,1,0,0,0,0,1,1,0,5,419.9
665,國立交通大學            ,資訊工程學系乙組,1,1,1,0,0,0,0,1,1,0,20,409.25
666,國立交通大學            ,奈米科學及工程學士學位學程,1,1,1,0,0,0,0,1,1,0,5,395.1
667,國立交通大學            ,材料科學與工程學系甲組,1,1,1,0,0,0,0,1,1,0,3,409.4
670,國立交通大學            ,材料科學與工程學系乙組,1,1,1,0,0,0,0,1,1,0,11,397
671,國立交通大學            ,機械工程學系,1,1,1,0,0,0,0,1,1,0,31,385.4
672,國立交通大學            ,土木工程學系,1,1,1,0,0,0,0,1,1,0,33,369.8
673,國立交通大學            ,理學院科學學士學位學程甲組,1,1,1,0,0,0,0,1,1,0,5,390.05
674,國立交通大學            ,電子物理學系光電奈米科學組,1,1,1,0,0,0,0,1,1,0,3,395.75
675,國立交通大學            ,電子物理學系電子物理組,1,1,1,0,0,0,0,1,1,0,7,392.53
676,國立交通大學            ,應用化學系,1,1,1,0,0,0,0,1,1,0,18,381.35
677,國立交通大學            ,應用數學系,1,1,1.5,0,0,0,0,1,1,0,13,418.45
700,國立交通大學            ,生物科技學系,0,1.25,1,0,0,0,0,1,1.5,1.5,58,442.25
701,國立交通大學            ,資管與財金學系資訊管理組,1,2,2,0,0,0,0,0,0,0,3,417.2
702,國立交通大學            ,資管與財金學系財務金融組,1,2,0,2,0,0,0,0,0,0,3,454.1
703,國立交通大學            ,管理科學系,1,2,0,2,0,0,0,0,0,0,28,428.9
704,國立交通大學            ,運輸與物流管理學系,1,1.5,1.5,0,0,0,0,1,0,0,13,371.85
705,國立交通大學            ,工業工程與管理學系,1,1.5,1.5,0,0,0,0,1,1,0,18,450.08
706,國立交通大學            ,外國語文學系,1.5,2,0,1,1,1,0,0,0,0,11,520.2
707,國立交通大學            ,傳播與科技學系,1.5,1.5,0,1,1,1,0,0,0,0,11,476.35
710,國立交通大學            ,人文社會學系,1,1,0,1,1,0,1,0,0,0,23,390.65
711,淡江大學                ,中國文學學系,2,1,0,0,1.5,0,0,0,0,0,49,290.35
712,淡江大學                ,歷史學系,1.5,1,0,0,2,0,0,0,0,0,50,284.15
713,淡江大學                ,資訊與圖書館學系,2,2,0,1.5,1,0,0,0,0,0,48,367.6
714,淡江大學                ,大眾傳播學系,1.5,1.5,0,0,1,1,1,0,0,0,20,394.53
715,淡江大學                ,資訊傳播學系,1.5,1.5,0,1.5,1,1,0,0,0,0,31,395.1
716,淡江大學                ,教育科技學系,2,2,0,1.5,0,0,0,0,0,0,55,310.5
717,淡江大學                ,英文學系,1,2,0,0,1,0,0,0,0,0,62,264.4
720,淡江大學                ,法國語文學系,2,2,0,0,1,1,0,0,0,0,74,380.9
721,淡江大學                ,德國語文學系,1.5,2,0,0,1,1,0,0,0,0,32,356.9
722,淡江大學                ,西班牙語文學系,1,2,0,0,1,1,0,0,0,0,34,324.5
723,淡江大學                ,日本語文學系,1.5,1.5,0,0,1,0,0,0,0,0,61,264.08
724,淡江大學                ,俄國語文學系,2,2,0,0,1,0,0,0,0,0,25,317.9
725,淡江大學                ,商管學院全球財管學位學程,1,2,0,2,0,0,0,0,0,0,7,362.1
726,淡江大學                ,財務金融學系,1,1.5,0,2,0,0,0,0,0,0,57,319.25
727,淡江大學                ,產業經濟學系,1,1.5,0,2,0,0,0,0,0,0,31,286.7
730,淡江大學                ,國際企業學系經貿管理組,1,1.5,0,2,0,0,0,0,0,0,26,313.98
731,淡江大學                ,國際企業系國際商學全英語組,1,2,0,2,0,0,0,0,0,0,7,358.1
732,淡江大學                ,風險管理與保險學系,1,1.5,0,2,0,0,0,0,0,0,45,278.62
733,淡江大學                ,經濟學系,1,1.5,0,2,0,0,0,0,0,0,49,301.63
734,淡江大學                ,會計學系,1,1.5,0,2,0,0,0,0,0,0,47,313.53
735,淡江大學                ,企業管理學系,1,1.5,0,2,0,0,0,0,0,0,59,302.43
736,淡江大學                ,統計學系,1,1.5,0,2,0,0,0,0,0,0,57,285.3
737,淡江大學                ,資訊管理學系,1,1.5,0,2,0,0,0,0,0,0,75,288.4
740,淡江大學                ,運輸管理學系,1,1.5,0,2,0,0,0,0,0,0,40,269.33
741,淡江大學                ,公共行政學系,1.5,2,0,0,1,0,1,0,0,0,43,354.8
742,淡江大學                ,管理科學學系(事業經營組),1,1.5,0,2,0,0,0,0,0,0,18,277.63
743,淡江大學                ,管理科學系(行銷流通管理組),1,1.5,0,2,0,0,0,0,0,0,17,279.6
744,淡江大學                ,外交與國際關係學系學士班,1.5,2,0,0,1.5,0,0,0,0,0,3,384.6
745,淡江大學                ,理學院尖端材料科學學位學程,1,1,2,0,0,0,0,1.5,1.5,0,20,326
746,淡江大學                ,數學學系數學組,1.5,1,2,0,0,0,0,1.5,0,0,23,304.9
747,淡江大學                ,數學系資料科學與數理統計組,1.5,1,2,0,0,0,0,1.5,0,0,29,291.45
750,淡江大學                ,化學學系化學與生物化學組,1,1,2,0,0,0,0,2,2,0,34,381.65
751,淡江大學                ,化學學系材料化學組,1,1,2,0,0,0,0,2,2,0,22,394.9
752,淡江大學                ,物理學系光電物理組,1,0,0,0,0,0,0,2,1.5,0,17,247.8
753,淡江大學                ,物理學系應用物理組,1,0,0,0,0,0,0,2,1.5,0,26,241
754,淡江大學                ,建築學系,1.5,2,1.5,0,0,0,0,1,1,0,28,408.6
755,淡江大學                ,土木工程學系,2,0,1,0,0,0,0,1.5,0,0,44,253.25
756,淡江大學                ,資訊工程學系,2,1,1.5,0,0,0,0,1,0,0,41,330.8
757,淡江大學                ,機械與機電工程學系光機電組,1.5,1,2,0,0,0,0,2,1,0,17,392.95
760,淡江大學                ,機械與機電工程系精密機械組,1.5,1,2,0,0,0,0,2,1,0,27,383.5
761,淡江大學                ,電機工程學系電機資訊組,1.5,1,2,0,0,0,0,2,1,0,7,436.3
762,淡江大學                ,電機工程學系電機通訊組,1.5,1,2,0,0,0,0,2,1,0,10,426.4
763,淡江大學                ,電機工程學系電機與系統組,1.5,1,2,0,0,0,0,2,1,0,14,446.8
764,淡江大學                ,化學工程與材料工程學系,2,1,1.5,0,0,0,0,1,2,0,42,401.8
765,淡江大學                ,航空太空工程學系,1,2,2,0,0,0,0,2,1,0,36,405.7
766,淡江大學                ,水資源及環工系水資源工程組,2,0,1.5,0,0,0,0,1,0,0,9,254.2
767,淡江大學                ,水資源及環工系環境工程組,2,0,1,0,0,0,0,0,1.5,0,8,270.2
770,淡江大學                ,資訊創新與科技系軟體工程組,1,2,2,0,0,0,0,0,0,0,33,232.5
771,淡江大學                ,資訊創新與科技系應用資訊組,1,2,0,2,0,0,0,0,0,0,40,257.3
772,淡江大學                ,國際觀光管理系(海外實習組),1,2,0,0,0,1,0,0,0,0,17,219.5
773,淡江大學                ,國際觀光管理系(產業實習組),1,2,0,0,0,1,0,0,0,0,18,206.5
774,淡江大學                ,英美語言文化學系全英語班,1,2,0,0,1,0,0,0,0,0,40,215.3
775,淡江大學                ,全球政治經濟學系全英語班,1,2,0,0,1,0,0,0,0,0,48,209.6
776,逢甲大學                ,機械與電腦輔助工程學系,2,0,1.5,0,0,0,0,1.5,0,0,18,287.1
777,逢甲大學                ,纖維與複合材料學系,2,1,2,0,0,0,0,1,2,0,13,413.6
1000,逢甲大學                ,工業工程與系統管理學系A組,2,2,1,0,0,0,0,0,0,0,9,296.7
1001,逢甲大學                ,工業工程與系統管理學系B組,2,2,0,1,0,0,0,0,0,0,10,305.1
1002,逢甲大學                ,化學工程學系,2,1,2,0,0,0,0,1,2,0,17,452.6
1003,逢甲大學                ,航太與系統工程學系,2,1,2,0,0,0,0,2,1,0,10,466.15
1004,逢甲大學                ,精密系統設計學士學位學程,2,0,1.5,0,0,0,0,2,0,0,6,303.8
1005,逢甲大學                ,會計學系,2,2,0,2,1,1,0,0,0,0,28,507
1006,逢甲大學                ,國際經營與貿易學系,1.25,2,0,1.5,0,0,0,0,0,0,25,288.3
1007,逢甲大學                ,國際經營與貿易系國企管理班,1,2,0,1.25,0,0,0,0,0,0,6,280.1
1010,逢甲大學                ,財稅學系,1.5,1.5,0,1.5,1,1,0,0,0,0,16,400.73
1011,逢甲大學                ,合作經濟暨社會事業經營學系,1.5,2,0,1.5,1,1,0,0,0,0,7,404.2
1012,逢甲大學                ,統計學系商業大數據組,1.5,1.75,0,2,0,0,0,0,0,0,12,324
1013,逢甲大學                ,統計系數據分析與市場決策組,1.5,1.75,0,2,0,0,0,0,0,0,12,318.33
1014,逢甲大學                ,經濟學系,1.5,2,0,2,1,1,0,0,0,0,14,451.5
1015,逢甲大學                ,企業管理學系,2,2,0,1.75,1,1,0,0,0,0,42,452.4
1016,逢甲大學                ,行銷學系,2,2,0,1.75,0,0,0,0,0,0,9,366.6
1017,逢甲大學                ,應用數學系A組,1.75,1.75,2,0,0,0,0,0,0,0,12,301.48
1020,逢甲大學                ,應用數學系B組,1.75,1.75,0,2,0,0,0,0,0,0,8,344.81
1021,逢甲大學                ,材料科學與工程學系,1,2,1,0,0,0,0,1.5,2,0,19,414.15
1022,逢甲大學                ,環境工程與科學學系,2,0,1.75,0,0,0,0,0,2,0,16,328.6
1023,逢甲大學                ,光電科學與工程學系A組,2,1.5,1.5,0,0,0,0,0,0,0,9,302.15
1024,逢甲大學                ,光電科學與工程學系B組,1.5,1.5,0,2,0,0,0,0,0,0,8,330.73
1025,逢甲大學                ,中國文學系,2,1.25,0,0,2,0,0,0,0,0,11,327.13
1026,逢甲大學                ,外國語文學系,1.75,2,0,0,1.75,0,0,0,0,0,32,337.58
1027,逢甲大學                ,資訊工程學系甲組,2,1,1.5,0,0,0,0,1.75,0,0,15,380.1
1030,逢甲大學                ,資訊工程學系乙組,2,1.5,0,1.5,0,0,0,0,0,0,14,359.15
1031,逢甲大學                ,電子工程學系甲組,1,1,1,0,0,0,0,1.5,0,0,6,263.35
1032,逢甲大學                ,電子工程學系乙組,1,1,0,1.75,0,0,0,0,0,0,6,265.25
1033,逢甲大學                ,電機工程學系甲組,2,1,1.5,0,0,0,0,1.5,0,0,14,375.45
1034,逢甲大學                ,電機工程學系乙組,1.5,1.25,0,1.5,0,0,0,0,0,0,11,306.38
1035,逢甲大學                ,自動控制工程學系甲組,2,1,1.5,0,0,0,0,1.5,0,0,9,342.95
1036,逢甲大學                ,自動控制工程學系乙組,2,1.25,0,1.5,0,0,0,0,0,0,8,314.26
1037,逢甲大學                ,資訊電機學院學士班甲組,1.5,1,1.5,0,0,0,0,1.5,0,0,8,325.2
1040,逢甲大學                ,資訊電機學院學士班乙組,1.5,1.25,0,2,0,0,0,0,0,0,8,334.8
1041,逢甲大學                ,通訊工程學系甲組,1,1,1,0,0,0,0,1,0,0,6,227.55
1042,逢甲大學                ,通訊工程學系乙組,1,1,0,1.5,0,0,0,0,0,0,5,241.25
1043,逢甲大學                ,土木工程學系,2,0,1.5,0,0,0,0,2,0,0,10,317
1044,逢甲大學                ,水利工程與資源保育學系A組,2,2,1,0,0,0,0,0,0,0,5,298.5
1045,逢甲大學                ,水利工程與資源保育學系B組,2,2,0,1,0,0,0,0,0,0,3,320.1
1046,逢甲大學                ,都市計畫與空間資訊學系,2,1,0,1,1,2,0,0,0,0,12,453.75
1047,逢甲大學                ,運輸與物流學系,2,2,0,1.75,0,0,0,0,0,0,11,343.25
1050,逢甲大學                ,土地管理學系,1.5,1,0,1,1,1.5,0,0,0,0,16,371.85
1051,逢甲大學                ,財務金融學系,1,1.5,0,1,0,0,0,0,0,0,32,222.33
1052,逢甲大學                ,風險管理與保險學系,1,1.5,0,1.5,0,0,0,0,0,0,24,232.48
1053,逢甲大學                ,財務工程與精算學士學位學程,1,1.5,0,1.5,0,0,0,0,0,0,12,245.35
1054,逢甲大學                ,建築專業學院學士班,2,2,1.75,0,0,0,0,1,0,0,23,383.2
1055,國立中央大學            ,中國文學系,2,1.5,0,0,1.5,1,0,0,0,0,22,466.93
1056,國立中央大學            ,英美語文學系,1.5,2,0,0,1.25,1,0,0,0,0,26,458.3
1057,國立中央大學            ,法國語文學系,1.5,2,0,0,1.25,1,1,0,0,0,27,532.75
1060,國立中央大學            ,數學系數學科學組,1,1.25,1.5,0,0,0,0,1.25,1,0,16,415.4
1061,國立中央大學            ,數學系計算與資料科學組,1,1.25,1.5,0,0,0,0,1.25,1,0,13,419.85
1062,國立中央大學            ,物理學系,1,1,1.5,0,0,0,0,1.5,1,0,17,424.05
1063,國立中央大學            ,化學學系,1,1,1,0,0,0,0,1,1,0,25,356.8
1064,國立中央大學            ,光電科學與工程學系,1,2,2,0,0,0,0,2,1,0,9,582.1
1065,國立中央大學            ,理學院學士班,1,1,1.5,0,0,0,0,1.25,1.25,0,12,424
1066,國立中央大學            ,土木工程學系,1,1.5,2,0,0,0,0,2,1,0,44,504.33
1067,國立中央大學            ,機械工程學系光機電工程組,1,1.5,2,0,0,0,0,2,1,0,14,537.15
1070,國立中央大學            ,機械工程系材料與精密製造組,1,1.5,2,0,0,0,0,2,1,0,14,532.03
1071,國立中央大學            ,機械工程學系設計與分析組,1,1.5,2,0,0,0,0,2,1,0,27,522.1
1072,國立中央大學            ,化學工程與材料工程學系,1,1,1,0,0,0,0,1,1,0,36,365
1073,國立中央大學            ,工學院學士班,1,1,2,0,0,0,0,2,2,0,15,577.75
1074,國立中央大學            ,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,57,450.1
1075,國立中央大學            ,資訊管理學系,1.5,2,2,0,0,0,0,0,0,0,47,402.6
1076,國立中央大學            ,經濟學系,1.25,2,0,2,0,0,0,0,0,0,20,441.2
1077,國立中央大學            ,財務金融學系,1,1.5,0,1.5,0,0,0,0,0,0,11,340.58
1100,國立中央大學            ,電機工程學系,1,1,1,0,0,0,0,1,1,0,29,382.85
1101,國立中央大學            ,資訊工程學系,1,1,1,0,0,0,0,1,0,0,7,312.7
1102,國立中央大學            ,通訊工程學系,1,1,1,0,0,0,0,1,0,0,12,295.2
1103,國立中央大學            ,資訊電機學院學士班,1,1,1,0,0,0,0,1,1,0,7,381.8
